material_id,Material,description,Size,Fuel,source,type,id,unit,province_state,city,year,material_cost,labour_cost,equipment_cost,material_op_factor,labour_op_factor,equipment_op_factor,comments,material_mult,labour_mult
480,WoodBoilers,"Boiler solid-fuel, wood/biomass/coal, cast iron, , gross output, 3210 MBH, includes standard controls and insulated flush jacket, packaged",941,W,rs-means,Unit,180926,each,,,,,,,,,,,1.0,1.0
481,WoodBoilers,"Boiler solid-fuel, wood/biomass/coal, cast iron, , gross output, 3480 MBH, includes standard controls and insulated flush jacket, packaged",1020.5,W,rs-means,Unit,180927,each,,,,,,,,,,,1.0,1.0
482,WoodBoilers,"Boiler solid-fuel, wood/biomass/coal, cast iron, , gross output, 3745 MBH, includes standard controls and insulated flush jacket, packaged",1098,W,rs-means,Unit,180928,each,,,,,,,,,,,1.0,1.0
483,WoodBoilers,"Boiler solid-fuel, wood/biomass/coal, cast iron, , gross output, 4000 MBH, includes standard controls and insulated flush jacket, packaged",1173,W,rs-means,Unit,180929,each,,,,,,,,,,,1.0,1.0
484,WoodBoilers,"Boiler solid-fuel, wood/biomass/coal, cast iron, , gross output, 4200 MBH, includes standard controls and insulated flush jacket, packaged",1232,W,rs-means,Unit,180930,each,,,,,,,,,,,1.0,1.0
485,WoodBoilers,"Boiler solid-fuel, wood/biomass/coal, cast iron, , gross output, 4400 MBH, includes standard controls and insulated flush jacket, packaged",1290,W,rs-means,Unit,180931,each,,,,,,,,,,,1.0,1.0
486,WoodBoilers,"Boiler solid-fuel, wood/biomass/coal, cast iron, , gross output, 4600 MBH, includes standard controls and insulated flush jacket, packaged",1349,W,rs-means,Unit,180932,each,,,,,,,,,,,1.0,1.0
487,OilBoilers,"Boiler, oil fired, burner, steel, hot water, gross output, 103 MBH, includes standard controls and insulated flush jacket",30,O,rs-means,Unit,180933,each,,,,,,,,,,,1.0,1.0
488,OilBoilers,"Boiler, oil fired, burner, steel, hot water, gross output, 122 MBH, includes standard controls and insulated flush jacket",35,,rs-means,Unit,180934,each,,,,,,,,,,,1.0,1.0
489,OilBoilers,"Boiler, oil fired, burner, steel, hot water, gross output, 137 MBH, includes standard controls and insulated flush jacket",40,,rs-means,Unit,180935,each,,,,,,,,,,,1.0,1.0
490,OilBoilers,"Boiler, oil fired, burner, steel, hot water, gross output, 168 MBH, includes standard controls and insulated flush jacket",49,,rs-means,Unit,180936,each,,,,,,,,,,,1.0,1.0
491,OilBoilers,"Boiler, oil fired, burner, steel, hot water, gross output, 225 MBH, includes standard controls and insulated flush jacket",66,,rs-means,Unit,180937,each,,,,,,,,,,,1.0,1.0
492,OilBoilers,"Boiler, oil fired, burner, steel, hot water, gross output, 315 MBH, includes standard controls and insulated flush jacket",92,,rs-means,Unit,180938,each,,,,,,,,,,,1.0,1.0
493,OilBoilers,"Boiler, oil fired, burner, steel, hot water, gross output, 420 MBH, includes standard controls and insulated flush jacket",123,,rs-means,Unit,180939,each,,,,,,,,,,,1.0,1.0
494,OilBoilers,"Boiler, oil fired, burner, steel, hot water, gross output, 525 MBH, includes standard controls and insulated flush jacket",154,,rs-means,Unit,180940,each,,,,,,,,,,,1.0,1.0
495,OilBoilers,"Boiler, oil fired, burner, steel, hot water, gross output, 735 MBH, includes standard controls and insulated flush jacket",215.5,,rs-means,Unit,180941,each,,,,,,,,,,,1.0,1.0
496,OilBoilers,"Boiler, oil fired, burner, steel, hot water, gross output, 1050 MBH, includes standard controls and insulated flush jacket",308,,rs-means,Unit,180942,each,,,,,,,,,,,1.0,1.0
497,OilBoilers,"Boiler, oil fired, burner, steel, hot water, gross output, 2310 MBH, includes standard controls and insulated flush jacket",677,,rs-means,Unit,180943,each,,,,,,,,,,,1.0,1.0
498,OilBoilers,"Boiler, oil fired, burner, steel, hot water, gross output, 3150 MBH, includes standard controls and insulated flush jacket",924,,rs-means,Unit,180944,each,,,,,,,,,,,1.0,1.0
499,OilBoilersWaterTube,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 200 MBH",59,,rs-means,Unit,180945,each,,,,,,,,,,,1.0,1.0
500,OilBoilersWaterTube,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 275 MBH",80.6,,rs-means,Unit,180946,each,,,,,,,,,,,1.0,1.0
501,OilBoilersWaterTube,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 360 MBH",105.5,,rs-means,Unit,180947,each,,,,,,,,,,,1.0,1.0
502,OilBoilersWaterTube,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 520 MBH",152.5,,rs-means,Unit,180948,each,,,,,,,,,,,1.0,1.0
503,OilBoilersWaterTube,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 600 MBH",176,,rs-means,Unit,180949,each,,,,,,,,,,,1.0,1.0
504,OilBoilersWaterTube,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 720 MBH",211,,rs-means,Unit,180950,each,,,,,,,,,,,1.0,1.0
505,OilBoilersWaterTube,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 960 MBH",281.5,,rs-means,Unit,180951,each,,,,,,,,,,,1.0,1.0
506,OilBoilersWaterTube,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 1200 MBH",352,,rs-means,Unit,180952,each,,,,,,,,,,,1.0,1.0
507,OilBoilersWaterTube,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 1440 MBH",422,,rs-means,Unit,180953,each,,,,,,,,,,,1.0,1.0
508,OilBoilersWaterTube,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 1600 MBH",469,,rs-means,Unit,180954,each,,,,,,,,,,,1.0,1.0
509,OilBoilersWaterTube,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 1920 MBH",563,,rs-means,Unit,180955,each,,,,,,,,,,,1.0,1.0
510,OilBoilersWaterTube,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 2160 MBH",633,,rs-means,Unit,180956,each,,,,,,,,,,,1.0,1.0
511,OilBoilersWaterTube,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 2400 MBH",704,,rs-means,Unit,180957,each,,,,,,,,,,,1.0,1.0
512,OilBoilersWaterTube,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 3200 MBH",938,,rs-means,Unit,180958,each,,,,,,,,,,,1.0,1.0
513,OilBoilersWaterTube,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 4800 MBH",1408,,rs-means,Unit,180959,each,,,,,,,,,,,1.0,1.0
514,GasBoilersWaterTube,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 200 MBH",59,,rs-means,Unit,180960,each,,,,,,,,,,,1.0,1.0
515,GasBoilersWaterTube,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 275 MBH",81,,rs-means,Unit,180961,each,,,,,,,,,,,1.0,1.0
516,GasBoilersWaterTube,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 360 MBH",105.5,,rs-means,Unit,180962,each,,,,,,,,,,,1.0,1.0
517,GasBoilersWaterTube,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 520 MBH",152.5,,rs-means,Unit,180963,each,,,,,,,,,,,1.0,1.0
518,GasBoilersWaterTube,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 600 MBH",176,,rs-means,Unit,180964,each,,,,,,,,,,,1.0,1.0
519,GasBoilersWaterTube,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 720 MBH",211,,rs-means,Unit,180965,each,,,,,,,,,,,1.0,1.0
520,GasBoilersWaterTube,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 960 MBH",281.5,,rs-means,Unit,180966,each,,,,,,,,,,,1.0,1.0
521,GasBoilersWaterTube,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 1220 MBH",358,,rs-means,Unit,180967,each,,,,,,,,,,,1.0,1.0
522,GasBoilersWaterTube,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 1440 MBH",422,,rs-means,Unit,180968,each,,,,,,,,,,,1.0,1.0
523,GasBoilersWaterTube,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 1680 MBH",492,,rs-means,Unit,180969,each,,,,,,,,,,,1.0,1.0
524,GasBoilersWaterTube,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 1920 MBH",563,,rs-means,Unit,180970,each,,,,,,,,,,,1.0,1.0
525,GasBoilersWaterTube,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 2160 MBH",633,,rs-means,Unit,180971,each,,,,,,,,,,,1.0,1.0
526,GasBoilersWaterTube,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 2400 MBH",704,,rs-means,Unit,180972,each,,,,,,,,,,,1.0,1.0
527,ChemicalFeed,"Shot chemical feeder, by pass, in line mount, 300 PSIG, 1.7 gallon",1.7,,rs-means,Unit,180973,each,,,,,,,,,,,1.0,1.0
528,ChemicalFeed,"Shot chemical feeder, by pass, floor mount, 300 PSIG, 12 gallon",12,,rs-means,Unit,180974,each,,,,,,,,,,,1.0,1.0
529,Furnaces,"Furnace, hot air heating, blowers, electric, 34.1 MBH, U.L. listed, includes standard controls, excludes gas, oil or flue piping",10,E,rs-means,Unit,180975,each,,,,,,,,,,,1.0,1.0
530,Furnaces,"Furnace, hot air heating, blowers, electric, 51.6 MBH, U.L. listed, includes standard controls, excludes gas, oil or flue piping",15,E,rs-means,Unit,180976,each,,,,,,,,,,,1.0,1.0
531,Furnaces,"Furnace, hot air heating, blowers, electric, 68.3 MBH, U.L. listed, includes standard controls, excludes gas, oil or flue piping",20,E,rs-means,Unit,180977,each,,,,,,,,,,,1.0,1.0
532,Furnaces,"Furnace, hot air heating, blowers, electric, 85.3 MBH, U.L. listed, includes standard controls, excludes gas, oil or flue piping",25,E,rs-means,Unit,180978,each,,,,,,,,,,,1.0,1.0
533,FurnaceGas,"Furnace, gas, upflow, direct drive model, intermittent pilot, 45 MBH input, AGA certified, includes standard controls, excludes gas, oil or flue piping",13,G,rs-means,Unit,180979,each,,,,,,,,,,,1.0,1.0
534,FurnaceGas,"Furnace, gas, upflow, direct drive model, intermittent pilot, 60 MBH input, AGA certified, includes standard controls, excludes gas, oil or flue piping",17.5,G,rs-means,Unit,180980,each,,,,,,,,,,,1.0,1.0
535,FurnaceGas,"Furnace, gas, upflow, direct drive model, intermittent pilot, 75 MBH input, AGA certified, includes standard controls, excludes gas, oil or flue piping",22,G,rs-means,Unit,180981,each,,,,,,,,,,,1.0,1.0
536,FurnaceGas,"Furnace, gas, upflow, direct drive model, intermittent pilot, 100 MBH input, AGA certified, includes standard controls, excludes gas, oil or flue piping",29,G,rs-means,Unit,180982,each,,,,,,,,,,,1.0,1.0
537,FurnaceGas,"Furnace, gas, upflow, direct drive model, intermittent pilot, 125 MBH input, AGA certified, includes standard controls, excludes gas, oil or flue piping",37,G,rs-means,Unit,180983,each,,,,,,,,,,,1.0,1.0
538,FurnaceGas,"Furnace, gas, upflow, direct drive model, intermittent pilot, 150 MBH input, AGA certified, includes standard controls, excludes gas, oil or flue piping",44,G,rs-means,Unit,180984,each,,,,,,,,,,,1.0,1.0
539,FurnaceGas,"Furnace, gas, upflow, direct drive model, intermittent pilot, 200 MBH input, AGA certified, includes standard controls, excludes gas, oil or flue piping",59,G,rs-means,Unit,180985,each,,,,,,,,,,,1.0,1.0
540,FurnaceGas,"Furnace, gas, upflow, direct drive model, intermittent pilot, 300 MBH input, AGA certified, includes standard controls, excludes gas, oil or flue piping",88,G,rs-means,Unit,180986,each,,,,,,,,,,,1.0,1.0
541,FurnaceGas,"Furnace, gas, upflow, direct drive model, intermittent pilot, 400 MBH input, AGA certified, includes standard controls, excludes gas, oil or flue piping",117,G,rs-means,Unit,180987,each,,,,,,,,,,,1.0,1.0
542,FurnaceOil,"Furnace, oil, atomizing gun type burner, 56 MBH output, U.L. listed, includes standard controls, excludes oil piping",16.5,O,rs-means,Unit,180988,each,,,,,,,,,,,1.0,1.0
543,FurnaceOil,"Furnace, oil, atomizing gun type burner, 84 MBH output, U.L. listed, includes standard controls, excludes oil piping",25,O,rs-means,Unit,180989,each,,,,,,,,,,,1.0,1.0
544,FurnaceOil,"Furnace, oil, atomizing gun type burner, 95 MBH output, U.L. listed, includes standard controls, excludes oil piping",28,O,rs-means,Unit,180990,each,,,,,,,,,,,1.0,1.0
545,FurnaceOil,"Furnace, oil, atomizing gun type burner, 134 MBH output, U.L. listed, includes standard controls, excludes oil piping",39,O,rs-means,Unit,180991,each,,,,,,,,,,,1.0,1.0
546,FurnaceOil,"Furnace, oil, atomizing gun type burner, 151 MBH output, U.L. listed, includes standard controls, excludes oil piping",44,O,rs-means,Unit,180992,each,,,,,,,,,,,1.0,1.0
547,FurnaceOil,"Furnace, oil, atomizing gun type burner, 200 MBH output, U.L. listed, includes standard controls, excludes oil piping",59,O,rs-means,Unit,180993,each,,,,,,,,,,,1.0,1.0
548,FurnaceOil,"Furnace, oil, atomizing gun type burner, 300 MBH output, U.L. listed, includes standard controls, excludes oil piping",88,O,rs-means,Unit,180994,each,,,,,,,,,,,1.0,1.0
549,FurnaceOil,"Furnace, oil, atomizing gun type burner, 400 MBH output, U.L. listed, includes standard controls, excludes oil piping",117,O,rs-means,Unit,180995,each,,,,,,,,,,,1.0,1.0
550,DuctFurGasInt,"Furnace, Duct, interior installation, stainless steel heat exchanger, 100 MBH, includes burner and controls",29,G,rs-means,Unit,180996,each,,,,,,,,,,,1.0,1.0
551,DuctFurGasInt,"Furnace, Duct, interior installation, stainless steel heat exchanger, 120 MBH, includes burner and controls",35,G,rs-means,Unit,180997,each,,,,,,,,,,,1.0,1.0
552,DuctFurGasInt,"Furnace, Duct, interior installation, stainless steel heat exchanger, 200 MBH, includes burner and controls",59,G,rs-means,Unit,180998,each,,,,,,,,,,,1.0,1.0
553,DuctFurGasInt,"Furnace, Duct, interior installation, stainless steel heat exchanger, 240 MBH, includes burner and controls",70,G,rs-means,Unit,180999,each,,,,,,,,,,,1.0,1.0
554,DuctFurGasInt,"Furnace, Duct, interior installation, stainless steel heat exchanger, 280 MBH, includes burner and controls",82,G,rs-means,Unit,181000,each,,,,,,,,,,,1.0,1.0
555,DuctFurGasInt,"Furnace, Duct, interior installation, stainless steel heat exchanger, 320 MBH, includes burner and controls",94,G,rs-means,Unit,181001,each,,,,,,,,,,,1.0,1.0
556,DuctFurGasExt,"Furnace, Duct, Exterior installation, stainless steel heat exchanger, 75 MBH, includes burner, controls and power venter",22,G,rs-means,Unit,181002,each,,,,,,,,,,,1.0,1.0
557,DuctFurGasExt,"Furnace, Duct, Exterior installation, stainless steel heat exchanger, 94 MBH, includes burner, controls and power venter",27.5,G,rs-means,Unit,181003,each,,,,,,,,,,,1.0,1.0
558,DuctFurGasExt,"Furnace, Duct, Exterior installation, stainless steel heat exchanger, 120 MBH, includes burner, controls and power venter",35,G,rs-means,Unit,181004,each,,,,,,,,,,,1.0,1.0
559,DuctFurGasExt,"Furnace, Duct, Exterior installation, stainless steel heat exchanger, 157 MBH, includes burner, controls and power venter",46,G,rs-means,Unit,181005,each,,,,,,,,,,,1.0,1.0
560,DuctFurGasExt,"Furnace, Duct, Exterior installation, stainless steel heat exchanger, 187 MBH, includes burner, controls and power venter",55,G,rs-means,Unit,181006,each,,,,,,,,,,,1.0,1.0
561,DuctFurGasExt,"Furnace, Duct, Exterior installation, stainless steel heat exchanger, 225 MBH, includes burner, controls and power venter",66,G,rs-means,Unit,181007,each,,,,,,,,,,,1.0,1.0
562,DuctFurGasExt,"Furnace, Duct, Exterior installation, stainless steel heat exchanger, 300 MBH, includes burner, controls and power venter",88,G,rs-means,Unit,181008,each,,,,,,,,,,,1.0,1.0
563,DuctFurGasExt,"Furnace, Duct, Exterior installation, stainless steel heat exchanger, 375 MBH, includes burner, controls and power venter",110,G,rs-means,Unit,181009,each,,,,,,,,,,,1.0,1.0
564,DuctFurGasExt,"Furnace, Duct, Exterior installation, stainless steel heat exchanger, 450 MBH, includes burner, controls and power venter",132,G,rs-means,Unit,181010,each,,,,,,,,,,,1.0,1.0
565,DuctFurGasExt,"Furnace, Duct, Exterior installation, stainless steel heat exchanger, 600 MBH, includes burner, controls and power venter",176,G,rs-means,Unit,181011,each,,,,,,,,,,,1.0,1.0
566,GasHeater,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 20 MBH output, includes controls, burner and thermostat, excludes piping",6,G,rs-means,Unit,181012,each,,,,,,,,,,,1.0,1.0
567,GasHeater,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 40 MBH output, includes controls, burner and thermostat, excludes piping",12,G,rs-means,Unit,181013,each,,,,,,,,,,,1.0,1.0
568,GasHeater,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 60 MBH output, includes controls, burner and thermostat, excludes piping",17.5,G,rs-means,Unit,181014,each,,,,,,,,,,,1.0,1.0
569,GasHeater,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 80 MBH output, includes controls, burner and thermostat, excludes piping",24,G,rs-means,Unit,181015,each,,,,,,,,,,,1.0,1.0
570,GasHeater,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 100 MBH output, includes controls, burner and thermostat, excludes piping",29,G,rs-means,Unit,181016,each,,,,,,,,,,,1.0,1.0
571,GasHeater,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 130 MBH output, includes controls, burner and thermostat, excludes piping",38,G,rs-means,Unit,181017,each,,,,,,,,,,,1.0,1.0
572,GasHeater,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 140 MBH output, includes controls, burner and thermostat, excludes piping",41,G,rs-means,Unit,181018,each,,,,,,,,,,,1.0,1.0
573,GasHeater,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 160 MBH output, includes controls, burner and thermostat, excludes piping",47,G,rs-means,Unit,181019,each,,,,,,,,,,,1.0,1.0
574,GasHeater,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 180 MBH output, includes controls, burner and thermostat, excludes piping",53,G,rs-means,Unit,181020,each,,,,,,,,,,,1.0,1.0
575,GasHeater,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 200 MBH output, includes controls, burner and thermostat, excludes piping",59,G,rs-means,Unit,181021,each,,,,,,,,,,,1.0,1.0
576,GasHeater,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 240 MBH output, includes controls, burner and thermostat, excludes piping",70,G,rs-means,Unit,181022,each,,,,,,,,,,,1.0,1.0
577,GasHeater,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 280 MBH output, includes controls, burner and thermostat, excludes piping",82,G,rs-means,Unit,181023,each,,,,,,,,,,,1.0,1.0
